symbol,name,market,asset_type,currency,broker,tradability,nisa_category,investment_style,is_sbi_supported,is_active,is_leveraged,is_inverse,theme,sector,aliases,dividend_category,market_cap_tier,index_family,expense_ratio_pct,complexity,tags,data_quality,risk_band,metadata_source,metadata_as_of,metadata_updated_at,yahoo_symbol,country,exchange,local_symbol,primary_listing_country,trading_currency,settlement_currency,quote_currency,fx_pair_to_jpy,foreign_market_group,country_risk_band,liquidity_tier,foreign_data_quality,foreign_data_quality_reasons,sbi_foreign_tradability,sbi_foreign_tradability_as_of,sbi_foreign_tradability_source,sbi_tradability_status,sbi_tradability_verified,sbi_tradability_as_of,sbi_tradability_source,source_section,source_market,source_industry,source_description,source_url
CSM.VN,カスミナ Southern Rubber Industry JSC,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,automotive,consumer,CSM;カスミナ Southern Rubber Industry JSC;自動車用のタイヤやゴム製部品などを製造するゴム製品メーカー,none,,,,standard,automotive,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.084638+00:00,CSM.VN,Vietnam,HOSE,CSM,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,自動車用のタイヤやゴム製部品などを製造するゴム製品メーカー,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
CST.VN,カオソン石炭 Cao Son Coal JSC,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,energy,energy,CST;カオソン石炭 Cao Son Coal JSC;石炭の採掘。鉱業会社。,none,,,,standard,energy,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.084691+00:00,CST.VN,Vietnam,HNX,CST,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HNX,,石炭の採掘。鉱業会社。,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
CTB.VN,ハイズオン ポンプ Hai Duong Pump Manufacturing JSC,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,CTB;ハイズオン ポンプ Hai Duong Pump Manufacturing JSC;ポンプ;バルブ;ファン;水力タービン等の輸出入,none,,,,standard,balanced,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.084749+00:00,CTB.VN,Vietnam,HNX,CTB,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HNX,,ポンプ、バルブ、ファン、水力タービン等の輸出入,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
CTD.VN,コテコン建設 Cotecons Construction JSC,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,CTD;コテコン建設 Cotecons Construction JSC;住宅;商業;リゾートの建設業,none,,,,standard,industrial,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.084803+00:00,CTD.VN,Vietnam,HOSE,CTD,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,住宅、商業、リゾートの建設業,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
CTG.VN,ベトインバンク Vietnam Joint Stock Commercial Bank,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,bank,financial,CTG;ベトインバンク Vietnam Joint Stock Commercial Bank;大手商業銀行,none,,,,standard,bank,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.084849+00:00,CTG.VN,Vietnam,HOSE,CTG,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,大手商業銀行,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
CTI.VN,クオントゥアンイディコ投資開発 Cuongthuan Idico Development Investment,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,CTI;クオントゥアンイディコ投資開発 Cuongthuan Idico Development Investment;様々なコンクリート製品を供給,none,,,,standard,balanced,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.084903+00:00,CTI.VN,Vietnam,HOSE,CTI,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,様々なコンクリート製品を供給,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
CTS.VN,ベトインバンク証券 VietinBank Securities Joint Stock Company,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,bank,financial,CTS;ベトインバンク証券 VietinBank Securities Joint Stock Company;多角的な金融国際サービスを提供する証券会社,none,,,,standard,bank,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.084945+00:00,CTS.VN,Vietnam,HOSE,CTS,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,多角的な金融国際サービスを提供する証券会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
DBC.VN,ダバコ ベトナム DABACO Vietnam Corp,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,DBC;ダバコ ベトナム DABACO Vietnam Corp;家畜用飼料などの製造,none,,,,standard,industrial,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.084993+00:00,DBC.VN,Vietnam,HOSE,DBC,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,家畜用飼料などの製造,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
DBT.VN,ベンチェー薬品 Ben Tre Pharmaceutical JSC,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,healthcare,healthcare,DBT;ベンチェー薬品 Ben Tre Pharmaceutical JSC;医薬品,none,,,,standard,healthcare,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.085037+00:00,DBT.VN,Vietnam,HOSE,DBT,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,医薬品,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
DC4.VN,DICERAホールディングス DICERA Holdings Joint Stock Company,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,DC4;DICERAホールディングス DICERA Holdings Joint Stock Company;建設・エンジニアリング会社,none,,,,standard,industrial,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.085088+00:00,DC4.VN,Vietnam,HOSE,DC4,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,建設・エンジニアリング会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
DCL.VN,クーロン薬品 Cuu Long Pharmaceutical JSC,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,healthcare,healthcare,DCL;クーロン薬品 Cuu Long Pharmaceutical JSC;医薬品メーカー,none,,,,standard,healthcare,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.085134+00:00,DCL.VN,Vietnam,HOSE,DCL,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,医薬品メーカー,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
DHA.VN,ホア アン Hoa An JSC,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,DHA;ホア アン Hoa An JSC;建築資材会社,none,,,,standard,industrial,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.085180+00:00,DHA.VN,Vietnam,HOSE,DHA,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,建築資材会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
DHC.VN,ドンハイ ベンチェー Donghai Joint Stock Co Of Bentre,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,DHC;ドンハイ ベンチェー Donghai Joint Stock Co Of Bentre;製紙会社,none,,,,standard,balanced,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.085230+00:00,DHC.VN,Vietnam,HOSE,DHC,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,製紙会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
DHG.VN,ハウザン製薬 Hau Giang Pharmaceutical JSC,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,healthcare,healthcare,DHG;ハウザン製薬 Hau Giang Pharmaceutical JSC;医薬品メーカー,none,,,,standard,healthcare,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.085276+00:00,DHG.VN,Vietnam,HOSE,DHG,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,医薬品メーカー,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
DHT.VN,ハータイ薬品 Hatay Pharmaceutical JSC,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,healthcare,healthcare,DHT;ハータイ薬品 Hatay Pharmaceutical JSC;医薬品製造,none,,,,standard,healthcare,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.085333+00:00,DHT.VN,Vietnam,HNX,DHT,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HNX,,医薬品製造,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
DIG.VN,ＤＩＣ総公社 Development Investment Construction Corp,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,DIG;ＤＩＣ総公社 Development Investment Construction Corp;土木建設;不動産取引;建材の製造販売,none,,,,standard,real_estate,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.085383+00:00,DIG.VN,Vietnam,HOSE,DIG,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,土木建設、不動産取引、建材の製造販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
DLG.VN,ドゥックロン ザライ グループ Duc Long Gia Lai Group JSC,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,DLG;ドゥックロン ザライ グループ Duc Long Gia Lai Group JSC;木製品の加工;不動産売買;ホテル;プランテーションなどを手がける多角経営企業,none,,,,standard,real_estate,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.085441+00:00,DLG.VN,Vietnam,HOSE,DLG,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,木製品の加工、不動産売買、ホテル、プランテーションなどを手がける多角経営企業,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
DMC.VN,ドメスコメディカル Domesco Medical Import Export JSC,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,healthcare,healthcare,DMC;ドメスコメディカル Domesco Medical Import Export JSC;医薬品;医薬原料;加工食品の販売,none,,,,standard,healthcare,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.085499+00:00,DMC.VN,Vietnam,HOSE,DMC,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,医薬品、医薬原料、加工食品の販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
DPM.VN,ペトロベトナム化学肥料 Petrovietnam Fertilizer & Chemical JSC,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,utilities,utilities,DPM;ペトロベトナム化学肥料 Petrovietnam Fertilizer & Chemical JSC;肥料;液体アンモニア;工業ガス;その他の化学品の製造;販売に特化した肥料メーカー,none,,,,standard,utilities,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.085591+00:00,DPM.VN,Vietnam,HOSE,DPM,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,肥料、液体アンモニア、工業ガス、 その他の化学品の製造、販売に特化した肥料メーカー,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
DPR.VN,ドンフーゴム Dong Phu Rubber JSC,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,DPR;ドンフーゴム Dong Phu Rubber JSC;ゴムの木の栽培から農業用森林開拓;牛・家禽の飼育;建設;不動産まで;さまざまな分野に従事する持株会社,none,,,,standard,real_estate,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.085698+00:00,DPR.VN,Vietnam,HOSE,DPR,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,ゴムの木の栽培から農業用森林開拓、牛・家禽の飼育、建設、不動産まで、さまざまな分野に従事する持株会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
DQC.VN,ディエン クアン Dien Quang JSC,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,DQC;ディエン クアン Dien Quang JSC;蛍光灯などの照明器具メーカー,none,,,,standard,balanced,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.085756+00:00,DQC.VN,Vietnam,HOSE,DQC,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,蛍光灯などの照明器具メーカー,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
DRC.VN,ダナン ゴム Danang Rubber JSC,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,automotive,consumer,DRC;ダナン ゴム Danang Rubber JSC;タイヤメーカー,none,,,,standard,automotive,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.085807+00:00,DRC.VN,Vietnam,HOSE,DRC,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,タイヤメーカー,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
DSN.VN,ダセコ（ダンセン ウォーターパーク） Dam Sen Water Park Corp,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,DSN;ダセコ（ダンセン ウォーターパーク） Dam Sen Water Park Corp;アミューズメントパーク を運営,none,,,,standard,balanced,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.085862+00:00,DSN.VN,Vietnam,HOSE,DSN,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,アミューズメントパーク を運営,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
DTA.VN,デタム De Tam JSC,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,DTA;デタム De Tam JSC;不動産開発会社,none,,,,standard,real_estate,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.085904+00:00,DTA.VN,Vietnam,HOSE,DTA,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,不動産開発会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
DTL.VN,ダイティエンロク Dai Thien Loc Corp,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,DTL;ダイティエンロク Dai Thien Loc Corp;鉄鋼メーカー,none,,,,standard,industrial,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.085953+00:00,DTL.VN,Vietnam,HOSE,DTL,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,鉄鋼メーカー,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
DVP.VN,ディンブー港湾投資 Dinh Vu Port Investment & Development,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,DVP;ディンブー港湾投資 Dinh Vu Port Investment & Development;ディンブ港湾の所有・運営会社。港湾開発;一般貨物;コンテナ;ドライバルクの荷受,none,,,,standard,balanced,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.086022+00:00,DVP.VN,Vietnam,HOSE,DVP,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,ディンブ港湾の所有・運営会社。港湾開発、一般貨物、コンテナ、ドライバルクの荷受,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
DXG.VN,ダットサン不動産建設 Dat Xanh Real Estate Service & Construct,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,DXG;ダットサン不動産建設 Dat Xanh Real Estate Service & Construct;不動産開発,none,,,,standard,real_estate,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.086070+00:00,DXG.VN,Vietnam,HOSE,DXG,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,不動産開発,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
DXP.VN,ドアンサ港湾サービス Doan Xa Port JSC,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,DXP;ドアンサ港湾サービス Doan Xa Port JSC;港湾会社,none,,,,standard,balanced,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.086119+00:00,DXP.VN,Vietnam,HNX,DXP,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HNX,,港湾会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
EIB.VN,エクシムバンク Viet Nam Export-Import Commercial JSB,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,bank,financial,EIB;エクシムバンク Viet Nam Export-Import Commercial JSB;大手商業銀行,none,,,,standard,bank,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.086175+00:00,EIB.VN,Vietnam,HOSE,EIB,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,大手商業銀行,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
EID.VN,ハノイ教育投資開発 Hanoi Education Investment & Development,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,EID;ハノイ教育投資開発 Hanoi Education Investment & Development;教科書などの印刷・出版サービス,none,,,,standard,balanced,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.086230+00:00,EID.VN,Vietnam,HNX,EID,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HNX,,教科書などの印刷・出版サービス,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
ELC.VN,エルコム Elcom Corp,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,ELC;エルコム Elcom Corp;システムやソフトウエアソリューションの提供,none,,,,standard,technology,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.086273+00:00,ELC.VN,Vietnam,HOSE,ELC,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,システムやソフトウエアソリューションの提供,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
EVE.VN,エバーピア ベトナム Everpia Vietnam JSC,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,EVE;エバーピア ベトナム Everpia Vietnam JSC;寝具メーカー,none,,,,standard,balanced,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.086323+00:00,EVE.VN,Vietnam,HOSE,EVE,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,寝具メーカー,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
FMC.VN,サオタ食品 Sao Ta Foods JSC,vietnam,stock,VND,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,consumer,consumer,FMC;サオタ食品 Sao Ta Foods JSC;魚やエビの加工・販売,none,,,,standard,consumer,WARN,HIGH,sbi_vietnam_stock,2026-06-23,2026-06-22T16:51:23.086372+00:00,FMC.VN,Vietnam,HOSE,FMC,Vietnam,VND,VND,VND,VNDJPY,asean,HIGH,unknown,WARN,sbi_official_list_imported;market_metrics_missing;yahoo_symbol_requires_review;sector_inferred_from_description,tradable,2026-06-23,sbi_vietnam_stock,confirmed,true,2026-06-23,sbi_vietnam_stock,ベトナム株式一覧,HOSE,,魚やエビの加工・販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_vn_list.html
